file	percent	reads	taxon_id	taxon_name
BP.kaiju.out	0.000375	342	2898489	Paralysiella
BP.kaiju.out	0.000373	341	1644057	Salinigranum
BP.kaiju.out	0.000373	341	2738399	Parasedimentitalea
BP.kaiju.out	0.000371	339	495819	Spirobacillus
BP.kaiju.out	0.000371	339	2173855	Marinitenerispora
BP.kaiju.out	0.000370	338	496496	Viridibacillus
BP.kaiju.out	0.000370	338	647960	Marinactinospora
BP.kaiju.out	0.000369	337	1930791	Aureibacillus
BP.kaiju.out	0.000368	336	1234605	Gayadomonas
BP.kaiju.out	0.000366	334	1632778	Diaminobutyricibacter
BP.kaiju.out	0.000365	333	2913367	Spiractinospora
BP.kaiju.out	0.000364	332	286801	Segniliparus
BP.kaiju.out	0.000364	332	1926556	Emergencia
BP.kaiju.out	0.000364	332	2841677	Candidatus Pseudothioglobus
BP.kaiju.out	0.000362	331	1073987	Halorientalis
BP.kaiju.out	0.000361	330	2856855	Ostreibacterium
BP.kaiju.out	0.000361	330	3003476	Sinisalibacter
BP.kaiju.out	0.000360	329	34104	Streptobacillus
BP.kaiju.out	0.000360	329	58122	Spirillospora
BP.kaiju.out	0.000360	329	1854458	Breznakia
BP.kaiju.out	0.000359	328	53456	Propioniferax
BP.kaiju.out	0.000359	328	1913599	Peptoanaerobacter
BP.kaiju.out	0.000358	327	118966	Anaerorhabdus
BP.kaiju.out	0.000358	327	574347	Modicisalibacter
BP.kaiju.out	0.000358	327	1330546	Pluralibacter
BP.kaiju.out	0.000358	327	1472649	Dielma
BP.kaiju.out	0.000358	327	2852059	Actirhodobacter
BP.kaiju.out	0.000357	326	1763555	Risungbinella
BP.kaiju.out	0.000357	326	2751156	Ningiella
BP.kaiju.out	0.000356	325	81463	Anaeromusa
BP.kaiju.out	0.000356	325	2982750	Ohessyouella
BP.kaiju.out	0.000355	324	336809	Candidatus Karelsulcia
BP.kaiju.out	0.000355	324	1123044	Ponticaulis
BP.kaiju.out	0.000355	324	2893576	Allosaccharopolyspora
BP.kaiju.out	0.000354	323	1649279	Epibacterium
BP.kaiju.out	0.000353	322	1259734	Compostimonas
BP.kaiju.out	0.000353	322	1905726	Paludifilum
BP.kaiju.out	0.000353	322	2316203	Catenibacillus
BP.kaiju.out	0.000353	322	2828764	Zafaria
BP.kaiju.out	0.000352	321	34096	Brevinema
BP.kaiju.out	0.000352	321	1354809	Keratinibaculum
BP.kaiju.out	0.000349	319	174708	Allobaculum
BP.kaiju.out	0.000348	318	33073	Zymobacter
BP.kaiju.out	0.000348	318	2884102	Qaidamihabitans
BP.kaiju.out	0.000347	317	1573536	Faecalicoccus
BP.kaiju.out	0.000347	317	3033930	Fervidibacillus
BP.kaiju.out	0.000346	316	146825	Halorhabdus
BP.kaiju.out	0.000346	316	2800082	Alkalicaulis
BP.kaiju.out	0.000346	316	2848177	Pseudocolwellia
BP.kaiju.out	0.000345	315	482629	Hassalia
BP.kaiju.out	0.000345	315	1434038	Rudaeicoccus
BP.kaiju.out	0.000345	315	2911855	Candidatus Methanarcanum
BP.kaiju.out	0.000345	315	2944198	Wansuia
BP.kaiju.out	0.000344	314	1434047	Spinactinospora
BP.kaiju.out	0.000344	314	2767318	Boudabousia
BP.kaiju.out	0.000343	313	1940395	Caenibacillus
BP.kaiju.out	0.000343	313	2060871	Galactobacillus
BP.kaiju.out	0.000343	313	2831925	Pukyongiella
BP.kaiju.out	0.000343	313	2917552	Mesobacterium
BP.kaiju.out	0.000342	312	1631197	Allosalinactinospora
BP.kaiju.out	0.000341	311	2848171	Cognaticolwellia
BP.kaiju.out	0.000338	309	2740	Peptococcus
BP.kaiju.out	0.000338	309	91559	Methanimicrococcus
BP.kaiju.out	0.000338	309	1929305	Pygmaiobacter
BP.kaiju.out	0.000338	309	2800683	Parapontixanthobacter
BP.kaiju.out	0.000337	308	1158982	Calidifontibacter
BP.kaiju.out	0.000337	308	2899804	Iocasia
BP.kaiju.out	0.000335	306	134813	Natronorubrum
BP.kaiju.out	0.000334	305	2086	Anaeroplasma
BP.kaiju.out	0.000334	305	46466	Halocella
BP.kaiju.out	0.000334	305	1398404	Salinihabitans
BP.kaiju.out	0.000334	305	2853326	Affinibrenneria
BP.kaiju.out	0.000333	304	196084	Okibacterium
BP.kaiju.out	0.000333	304	309512	Dinoroseobacter
BP.kaiju.out	0.000332	303	866	Ruminobacter
BP.kaiju.out	0.000332	303	1519186	Nguyenibacter
BP.kaiju.out	0.000332	303	2593687	Aquella
BP.kaiju.out	0.000331	302	1862	Dermatophilus
BP.kaiju.out	0.000331	302	2831665	Candidatus Mycosynbacter
BP.kaiju.out	0.000330	301	191291	Nautilia
BP.kaiju.out	0.000329	300	1612341	Roholtiella
BP.kaiju.out	0.000329	300	2175151	Candidatus Micropelagos
BP.kaiju.out	0.000327	299	568987	Candidatus Hamiltonella
BP.kaiju.out	0.000327	299	2815778	Porcincola
BP.kaiju.out	0.000327	299	2893057	Shouchella
BP.kaiju.out	0.000326	298	543311	Parvimonas
BP.kaiju.out	0.000325	297	1472344	Basilea
BP.kaiju.out	0.000325	297	2767881	Fructilactobacillus
BP.kaiju.out	0.000324	296	12914	Acidianus
BP.kaiju.out	0.000324	296	2039639	Candidatus Nanopelagicus
BP.kaiju.out	0.000323	295	2276	Pyrobaculum
BP.kaiju.out	0.000323	295	65097	Euhalothece
BP.kaiju.out	0.000323	295	1270155	Falsibacillus
BP.kaiju.out	0.000323	295	2815775	Berryella
BP.kaiju.out	0.000323	295	2854182	Falsihalocynthiibacter
BP.kaiju.out	0.000322	294	1914026	Marimonas
BP.kaiju.out	0.000321	293	376170	Haloplanus
BP.kaiju.out	0.000321	293	1833962	Actinorugispora
BP.kaiju.out	0.000321	293	2338561	Pelagivirga
BP.kaiju.out	0.000321	293	2607661	Methanofervidicoccus
BP.kaiju.out	0.000321	293	2743582	Peptacetobacter
BP.kaiju.out	0.000321	293	2824249	Arenibacterium
BP.kaiju.out	0.000320	292	1649455	Halopolyspora
BP.kaiju.out	0.000320	292	1777753	Candidatus Finniella
BP.kaiju.out	0.000320	292	1868332	Neomicrococcus
BP.kaiju.out	0.000320	292	1940255	Fournierella
BP.kaiju.out	0.000320	292	2692113	Gleimia
BP.kaiju.out	0.000318	290	1370	Marinococcus
BP.kaiju.out	0.000318	290	1779002	Halocalculus
BP.kaiju.out	0.000316	289	1905344	Ruthenibacterium
BP.kaiju.out	0.000316	289	2847307	Thermophilibacter
BP.kaiju.out	0.000316	289	2855468	Muriiphilus
BP.kaiju.out	0.000315	288	2983459	Qingrenia
BP.kaiju.out	0.000312	285	124224	Brackiella
BP.kaiju.out	0.000312	285	568988	Candidatus Regiella
BP.kaiju.out	0.000312	285	3031933	Chordicoccus
BP.kaiju.out	0.000311	284	248744	Marvinbryantia
BP.kaiju.out	0.000311	284	2851088	Marinifaba
BP.kaiju.out	0.000310	283	87171	Natronohydrobacter
BP.kaiju.out	0.000310	283	482144	Mechercharimyces
BP.kaiju.out	0.000310	283	1494958	Pseudogracilibacillus
BP.kaiju.out	0.000310	283	2810010	Anaerophilus
BP.kaiju.out	0.000309	282	461	Fluoribacter
BP.kaiju.out	0.000309	282	56054	Bogoriella
BP.kaiju.out	0.000308	281	1331730	Chryseoglobus
BP.kaiju.out	0.000308	281	1935927	Massilioclostridium
BP.kaiju.out	0.000307	280	422440	Stenoxybacter
BP.kaiju.out	0.000307	280	1492710	Oxynema
BP.kaiju.out	0.000307	280	2834759	Flocculibacter
BP.kaiju.out	0.000306	279	1822002	Enterobacillus
BP.kaiju.out	0.000306	279	2888275	Kangsaoukella
BP.kaiju.out	0.000304	278	519427	Sharpea
BP.kaiju.out	0.000304	278	2820724	Spirabiliibacterium
BP.kaiju.out	0.000304	278	2888809	Novisyntrophococcus
BP.kaiju.out	0.000303	277	1649497	Spelaeicoccus
BP.kaiju.out	0.000303	277	2613960	Pseudopuniceibacterium
BP.kaiju.out	0.000303	277	2767877	Apilactobacillus
BP.kaiju.out	0.000303	277	2778528	Specibacter
BP.kaiju.out	0.000302	276	164450	Vulcanisaeta
BP.kaiju.out	0.000302	276	633130	Thalassobium
BP.kaiju.out	0.000300	274	608658	Citreimonas
BP.kaiju.out	0.000300	274	2837509	Schinkia
BP.kaiju.out	0.000299	273	2004411	Inediibacterium
BP.kaiju.out	0.000299	273	2052989	Aquidulcibacter
BP.kaiju.out	0.000299	273	2812839	Flavihalobacter
BP.kaiju.out	0.000297	271	84162	Cryptobacterium
BP.kaiju.out	0.000297	271	231052	Saccharibacter
BP.kaiju.out	0.000297	271	2941495	Otoolea
BP.kaiju.out	0.000296	270	2815784	Inconstantimicrobium
BP.kaiju.out	0.000295	269	203133	Propionimicrobium
BP.kaiju.out	0.000292	267	31980	Acetitomaculum
BP.kaiju.out	0.000292	267	1918511	Frisingicoccus
BP.kaiju.out	0.000291	266	2661818	Saliniradius
BP.kaiju.out	0.000290	265	54260	Ferroglobus
BP.kaiju.out	0.000289	264	1470349	Candidatus Stoquefichus
BP.kaiju.out	0.000289	264	2066071	Bacterioplanoides
BP.kaiju.out	0.000289	264	2894762	Zophobihabitans
BP.kaiju.out	0.000289	264	2903105	Alteracholeplasma
BP.kaiju.out	0.000288	263	2823226	Allosediminivita
BP.kaiju.out	0.000287	262	150022	Finegoldia
BP.kaiju.out	0.000287	262	228972	Xylanibacterium
BP.kaiju.out	0.000287	262	2767890	Paucilactobacillus
BP.kaiju.out	0.000286	261	695982	Halogranum
BP.kaiju.out	0.000285	260	419014	Alloscardovia
BP.kaiju.out	0.000285	260	674963	Succinatimonas
BP.kaiju.out	0.000285	260	2820788	Facilibium
BP.kaiju.out	0.000283	258	1980681	Colidextribacter
BP.kaiju.out	0.000281	257	64322	Carnimonas
BP.kaiju.out	0.000281	257	342943	Sinobaca
BP.kaiju.out	0.000281	257	1335483	Shimwellia
BP.kaiju.out	0.000281	257	1649481	Pseudodonghicola
BP.kaiju.out	0.000280	256	576341	Halovibrio
BP.kaiju.out	0.000280	256	2282756	Pueribacillus
BP.kaiju.out	0.000280	256	2676121	Galactobacter
BP.kaiju.out	0.000280	256	2767885	Latilactobacillus
BP.kaiju.out	0.000279	255	155862	Methanothermococcus
BP.kaiju.out	0.000279	255	2767875	Agrilactobacillus
BP.kaiju.out	0.000279	255	2802694	Candidatus Limnocylindrus
BP.kaiju.out	0.000279	255	2854184	Falsiruegeria
BP.kaiju.out	0.000279	255	2941499	Vermiculatibacterium
BP.kaiju.out	0.000278	254	64895	Borreliella
BP.kaiju.out	0.000278	254	444052	Tanticharoenia
BP.kaiju.out	0.000278	254	2078575	Psychromicrobium
BP.kaiju.out	0.000276	252	2661811	Longirhabdus
BP.kaiju.out	0.000273	249	227864	Cerasibacillus
BP.kaiju.out	0.000273	249	1356488	Rosenbergiella
BP.kaiju.out	0.000273	249	2100210	Caedimonas
BP.kaiju.out	0.000273	249	2563777	Lactimicrobium
BP.kaiju.out	0.000272	248	1795633	Terrilactibacillus
BP.kaiju.out	0.000272	248	1914244	Krasilnikoviella
BP.kaiju.out	0.000272	248	2822655	Endobacterium
BP.kaiju.out	0.000272	248	2866025	Maribrevibacterium
BP.kaiju.out	0.000270	247	2811373	Acerihabitans
BP.kaiju.out	0.000269	246	63742	Natrialba
BP.kaiju.out	0.000269	246	83768	Succinimonas
BP.kaiju.out	0.000269	246	1079057	Phorcysia
BP.kaiju.out	0.000269	246	2944826	Pontibrevibacter
BP.kaiju.out	0.000268	245	282198	Nereida
BP.kaiju.out	0.000268	245	2770094	Biomaibacter
BP.kaiju.out	0.000267	244	1335631	Frischella
BP.kaiju.out	0.000267	244	1542963	Halapricum
BP.kaiju.out	0.000267	244	1874625	Lipingzhangella
BP.kaiju.out	0.000266	243	1330545	Lelliottia
BP.kaiju.out	0.000266	243	2840314	Alterinioella
BP.kaiju.out	0.000265	242	351094	Paucisalibacillus
BP.kaiju.out	0.000265	242	1824856	Oceanivirga
BP.kaiju.out	0.000264	241	320496	Neoasaia
BP.kaiju.out	0.000263	240	2792293	Pseudopontixanthobacter
BP.kaiju.out	0.000262	239	929812	Gibbsiella
BP.kaiju.out	0.000262	239	2613330	Aliibacillus
BP.kaiju.out	0.000261	238	41201	Ewingella
BP.kaiju.out	0.000260	237	1769718	Athalassotoga
BP.kaiju.out	0.000260	237	1924110	Massilimicrobiota
BP.kaiju.out	0.000260	237	2994560	Candidatus Pristimantibacillus
BP.kaiju.out	0.000258	236	153497	Kozakia
BP.kaiju.out	0.000258	236	482136	Fangia
BP.kaiju.out	0.000258	236	2022127	Komarekiella
BP.kaiju.out	0.000257	235	82984	Pragia
BP.kaiju.out	0.000257	235	320933	Salinibacillus
BP.kaiju.out	0.000257	235	392825	Halalkalibacillus
BP.kaiju.out	0.000257	235	651554	Paraeggerthella
BP.kaiju.out	0.000257	235	1784953	Sediminivirga
BP.kaiju.out	0.000256	234	2811380	Entomobacter
BP.kaiju.out	0.000256	234	2950415	Fibrivirga
BP.kaiju.out	0.000256	234	2982749	Aequitasia
BP.kaiju.out	0.000255	233	1929045	Traorella
BP.kaiju.out	0.000254	232	223787	Balnearium
BP.kaiju.out	0.000254	232	1217414	Sediminihabitans
BP.kaiju.out	0.000254	232	1649513	Youngimonas
BP.kaiju.out	0.000254	232	2919093	Pseudothioclava
BP.kaiju.out	0.000253	231	1653174	Actinotignum
BP.kaiju.out	0.000252	230	1291539	Candidatus Methanomethylophilus
BP.kaiju.out	0.000252	230	1780190	Izhakiella
BP.kaiju.out	0.000252	230	2787156	Culicoidibacter
BP.kaiju.out	0.000251	229	29287	Natronococcus
BP.kaiju.out	0.000251	229	60846	Halogeometricum
BP.kaiju.out	0.000251	229	1918542	Muricomes
BP.kaiju.out	0.000251	229	2884243	Musicola
BP.kaiju.out	0.000250	228	387095	Maribius
BP.kaiju.out	0.000250	228	1269031	Haloarchaeobius
BP.kaiju.out	0.000249	227	33976	Caryophanon
BP.kaiju.out	0.000249	227	442968	Ameyamaea
BP.kaiju.out	0.000249	227	2780027	Falsigemmobacter
BP.kaiju.out	0.000247	226	685950	Fervidicoccus
BP.kaiju.out	0.000247	226	2093823	Candidatus Nanosynbacter
BP.kaiju.out	0.000246	225	1505657	Intestinibacter
BP.kaiju.out	0.000246	225	2066486	Iodidimonas
BP.kaiju.out	0.000245	224	983507	Ponticoccus
BP.kaiju.out	0.000245	224	2545692	Candidatus Methanoliparum
BP.kaiju.out	0.000244	223	33993	Neorickettsia
BP.kaiju.out	0.000244	223	1472763	Kallipyga
BP.kaiju.out	0.000244	223	2893577	Halosaccharopolyspora
BP.kaiju.out	0.000243	222	84646	Candidatus Odyssella
BP.kaiju.out	0.000243	222	659427	Sediminimonas
BP.kaiju.out	0.000242	221	405552	Haloactinospora
BP.kaiju.out	0.000242	221	1465824	Timonella
BP.kaiju.out	0.000242	221	1918454	Flintibacter
BP.kaiju.out	0.000241	220	943	Ehrlichia
BP.kaiju.out	0.000241	220	559173	Fructobacillus
BP.kaiju.out	0.000241	220	2029873	Monaibacterium
BP.kaiju.out	0.000240	219	2302	Thermoplasma
BP.kaiju.out	0.000240	219	2662287	Paenimaribius
BP.kaiju.out	0.000240	219	2785518	Radiobacillus
BP.kaiju.out	0.000240	219	2815785	Scrofimicrobium
BP.kaiju.out	0.000240	219	2946534	Copranaerobaculum
BP.kaiju.out	0.000239	218	2179	Methanothermus
BP.kaiju.out	0.000239	218	2237	Haloarcula
BP.kaiju.out	0.000238	217	194195	Alysiella
BP.kaiju.out	0.000237	216	1164882	Lachnoanaerobaculum
BP.kaiju.out	0.000237	216	1650335	Chrysosporum
BP.kaiju.out	0.000237	216	3016631	Silvania
BP.kaiju.out	0.000235	215	44747	Holospora
BP.kaiju.out	0.000235	215	2726810	Scandinavium
BP.kaiju.out	0.000234	214	196119	Methanotorris
BP.kaiju.out	0.000234	214	1223423	Neokomagataea
BP.kaiju.out	0.000234	214	1608457	Aestuariivita
BP.kaiju.out	0.000234	214	2855473	Mesobaculum
BP.kaiju.out	0.000233	213	292635	Laceyella
BP.kaiju.out	0.000233	213	2321204	Candidatus Marinarcus
BP.kaiju.out	0.000232	212	46239	Mesoplasma
BP.kaiju.out	0.000232	212	203135	Halomicrobium
BP.kaiju.out	0.000231	211	465	Tatlockia
BP.kaiju.out	0.000231	211	69474	Orientia
BP.kaiju.out	0.000231	211	79603	Denitrobacterium
BP.kaiju.out	0.000231	211	2781121	Thiosulfatimonas
BP.kaiju.out	0.000231	211	3025073	Hugonella
BP.kaiju.out	0.000230	210	156454	Anaeroglobus
BP.kaiju.out	0.000230	210	1955421	Rappaport
BP.kaiju.out	0.000230	210	2784135	Shackletoniella
BP.kaiju.out	0.000229	209	177971	Shuttleworthia
BP.kaiju.out	0.000229	209	2767878	Bombilactobacillus
BP.kaiju.out	0.000228	208	2834353	Litoribacterium
BP.kaiju.out	0.000228	208	2944815	Wielerella
BP.kaiju.out	0.000227	207	94008	Thermicanus
BP.kaiju.out	0.000227	207	1604279	Cribrihabitans
BP.kaiju.out	0.000226	206	266808	Thalassobacter
BP.kaiju.out	0.000225	205	888829	Aetherobacter
BP.kaiju.out	0.000225	205	1258570	Profundibacterium
BP.kaiju.out	0.000225	205	1937008	Dubosiella
BP.kaiju.out	0.000225	205	2164137	Candidatus Lumbricidophila
BP.kaiju.out	0.000225	205	2603325	Aliishimia
BP.kaiju.out	0.000223	204	1981033	Mordavella
BP.kaiju.out	0.000223	204	2895509	Metamycoplasma
BP.kaiju.out	0.000223	204	2981344	Xiamenia
BP.kaiju.out	0.000222	203	2812012	Zongyanglinia
BP.kaiju.out	0.000222	203	2912996	Changpingibacter
BP.kaiju.out	0.000222	203	2978050	Candidatus Terraquivivens
BP.kaiju.out	0.000221	202	13075	Globicatella
BP.kaiju.out	0.000221	202	2907493	Halocatena
BP.kaiju.out	0.000220	201	1573535	Holdemanella
BP.kaiju.out	0.000220	201	1924081	Bariatricus
BP.kaiju.out	0.000220	201	1930845	Ndongobacter
BP.kaiju.out	0.000219	200	74968	Ferroplasma
BP.kaiju.out	0.000219	200	1769738	Compostibacillus
BP.kaiju.out	0.000218	199	282682	Citreicella
BP.kaiju.out	0.000218	199	2815779	Suipraeoptans
BP.kaiju.out	0.000218	199	2838311	Natronoglycomyces
BP.kaiju.out	0.000217	198	2022712	Candidatus Methanohalarchaeum
BP.kaiju.out	0.000216	197	162985	Hapalosiphon
BP.kaiju.out	0.000216	197	2926991	Candidatus Shikimatogenerans
BP.kaiju.out	0.000214	195	2946549	Pseudoneobacillus
BP.kaiju.out	0.000212	194	1911573	Haloprofundus
BP.kaiju.out	0.000212	194	2893050	Alkalihalobacterium
BP.kaiju.out	0.000211	193	620	Shigella
BP.kaiju.out	0.000211	193	1729679	Faecalibaculum
BP.kaiju.out	0.000211	193	1766253	Agathobacter
BP.kaiju.out	0.000211	193	1937664	Criibacterium
BP.kaiju.out	0.000211	193	2683202	Massilicoli
BP.kaiju.out	0.000210	192	200414	Caldisphaera
BP.kaiju.out	0.000210	192	472977	Natronobacillus
BP.kaiju.out	0.000210	192	2033596	Arenivirga
BP.kaiju.out	0.000210	192	2039709	Desertibacillus
BP.kaiju.out	0.000210	192	2767345	Jongsikchunia
BP.kaiju.out	0.000209	191	158851	Trabulsiella
BP.kaiju.out	0.000209	191	241189	Hespellia
BP.kaiju.out	0.000209	191	2042066	Paraphotobacterium
BP.kaiju.out	0.000209	191	2892396	Vescimonas
BP.kaiju.out	0.000208	190	1843185	Halostella
BP.kaiju.out	0.000207	189	83867	Palaeococcus
BP.kaiju.out	0.000207	189	1213720	Stomatobaculum
BP.kaiju.out	0.000207	189	1775697	Melghiribacillus
BP.kaiju.out	0.000207	189	2941494	Anaerocaecibacter
BP.kaiju.out	0.000206	188	41980	Metallosphaera
BP.kaiju.out	0.000206	188	77583	Craurococcus
BP.kaiju.out	0.000205	187	1132766	Alpinimonas
BP.kaiju.out	0.000205	187	2039236	Saliphagus
BP.kaiju.out	0.000205	187	2791118	Oecophyllibacter
BP.kaiju.out	0.000204	186	1964366	Nissabacter
BP.kaiju.out	0.000204	186	2663399	Halegenticoccus
BP.kaiju.out	0.000204	186	2806252	Haloglomus
BP.kaiju.out	0.000204	186	2828734	Puerhibacterium
BP.kaiju.out	0.000203	185	472568	Devriesea
BP.kaiju.out	0.000203	185	1857011	Lysinibacter
BP.kaiju.out	0.000203	185	2171995	Candidatus Nanosyncoccus
BP.kaiju.out	0.000203	185	2885746	Candidatus Norongarragalina
BP.kaiju.out	0.000203	185	2919589	Vaginimicrobium
BP.kaiju.out	0.000202	184	2767323	Buchananella
BP.kaiju.out	0.000202	184	2846763	Pseudoprimorskyibacter
BP.kaiju.out	0.000202	184	2930384	Periweissella
BP.kaiju.out	0.000200	183	36739	Dermabacter
BP.kaiju.out	0.000200	183	119541	Rhodobaca
BP.kaiju.out	0.000200	183	2303321	Superficieibacter
BP.kaiju.out	0.000200	183	2937410	Gymnodinialimonas
BP.kaiju.out	0.000199	182	29417	Mastigocladus
BP.kaiju.out	0.000199	182	140625	Lachnobacterium
BP.kaiju.out	0.000199	182	651553	Haloglycomyces
BP.kaiju.out	0.000199	182	1827478	Youhaiella
BP.kaiju.out	0.000199	182	1933048	Neofamilia
BP.kaiju.out	0.000198	181	2270	Thermoproteus
BP.kaiju.out	0.000198	181	1161127	Murdochiella
BP.kaiju.out	0.000197	180	936	Thiovulum
BP.kaiju.out	0.000197	180	1400133	Allobacillus
BP.kaiju.out	0.000196	179	765413	Pelagicola
BP.kaiju.out	0.000196	179	1377992	Halovenus
BP.kaiju.out	0.000196	179	1922299	Beduini
BP.kaiju.out	0.000196	179	2678248	Edaphovirga
BP.kaiju.out	0.000195	178	136491	Atopobacter
BP.kaiju.out	0.000195	178	743714	Orbus
BP.kaiju.out	0.000195	178	2943184	Tannockella
BP.kaiju.out	0.000194	177	1890291	Falcatimonas
BP.kaiju.out	0.000194	177	2930249	Thiosulfatihalobacter
BP.kaiju.out	0.000192	175	1573826	Psychrobium
BP.kaiju.out	0.000192	175	1774278	Aquimixticola
BP.kaiju.out	0.000192	175	1923871	Massilibacterium
BP.kaiju.out	0.000192	175	1935192	Mobilibacterium
BP.kaiju.out	0.000192	175	2670333	Lottiidibacillus
BP.kaiju.out	0.000192	175	2819028	Candidatus Nitrosymbiomonas
BP.kaiju.out	0.000191	174	420644	Piscibacillus
BP.kaiju.out	0.000191	174	1427376	Parvibacter
BP.kaiju.out	0.000191	174	1649295	Franconibacter
BP.kaiju.out	0.000191	174	2815773	Baileyella
BP.kaiju.out	0.000188	172	71	Simonsiella
BP.kaiju.out	0.000188	172	53416	Lonepinella
BP.kaiju.out	0.000188	172	1297562	Phaseolibacter
BP.kaiju.out	0.000188	172	1763546	Vermiphilus
BP.kaiju.out	0.000188	172	2815780	Velocimicrobium
BP.kaiju.out	0.000187	171	2679910	Intestinibaculum
BP.kaiju.out	0.000186	170	869	Dichelobacter
BP.kaiju.out	0.000186	170	257820	Kerstersia
BP.kaiju.out	0.000186	170	1160973	Auritidibacter
BP.kaiju.out	0.000186	170	1935200	Merdibacter
BP.kaiju.out	0.000186	170	2576755	Caproicibacter
BP.kaiju.out	0.000186	170	2886886	Veronia
BP.kaiju.out	0.000185	169	1453359	Candidatus Atelocyanobacterium
BP.kaiju.out	0.000185	169	2005386	Arabiibacter
BP.kaiju.out	0.000185	169	2815296	Jejubacter
BP.kaiju.out	0.000183	167	1654741	Bombella
BP.kaiju.out	0.000183	167	2022711	Methanonatronarchaeum
BP.kaiju.out	0.000182	166	198346	Candidatus Baumannia
BP.kaiju.out	0.000182	166	466108	Biostraticola
BP.kaiju.out	0.000182	166	2923352	Mesomycoplasma
BP.kaiju.out	0.000182	166	3042496	Candidatus Bostrichicola
BP.kaiju.out	0.000181	165	1164863	Enteractinococcus
BP.kaiju.out	0.000181	165	1980675	Colibacter
BP.kaiju.out	0.000181	165	2023266	Merdimonas
BP.kaiju.out	0.000180	164	1648492	Ascidiaceihabitans
BP.kaiju.out	0.000179	163	72021	Methylarcula
BP.kaiju.out	0.000177	162	1649298	Siccibacter
BP.kaiju.out	0.000176	161	1500514	Thermolongibacillus
BP.kaiju.out	0.000175	160	1930924	Haematomicrobium
BP.kaiju.out	0.000175	160	2755140	Pseudoleptotrichia
BP.kaiju.out	0.000175	160	2813348	Luxibacter
BP.kaiju.out	0.000175	160	2837505	Margalitia
BP.kaiju.out	0.000174	159	2319	Methanopyrus
BP.kaiju.out	0.000174	159	33870	Coriobacterium
BP.kaiju.out	0.000174	159	44259	Filifactor
BP.kaiju.out	0.000174	159	118747	Bulleidia
BP.kaiju.out	0.000174	159	224461	Jahnella
BP.kaiju.out	0.000174	159	580024	Enterorhabdus
BP.kaiju.out	0.000174	159	1150774	Natribacillus
BP.kaiju.out	0.000174	159	2892397	Pusillibacter
BP.kaiju.out	0.000173	158	2056689	Fastidiosibacter
BP.kaiju.out	0.000173	158	2716544	Chimaeribacter
BP.kaiju.out	0.000173	158	2813793	Litorihabitans
BP.kaiju.out	0.000172	157	168808	Sneathia
BP.kaiju.out	0.000172	157	1075397	Halolamina
BP.kaiju.out	0.000172	157	1269201	Salinarchaeum
BP.kaiju.out	0.000172	157	1473205	Senegalimassilia
BP.kaiju.out	0.000172	157	1926651	Culturomica
BP.kaiju.out	0.000172	157	2082587	Parolsenella
BP.kaiju.out	0.000171	156	1981050	Phoenicibacter
BP.kaiju.out	0.000171	156	2815776	Bilifractor
BP.kaiju.out	0.000169	154	2952773	Formicincola
BP.kaiju.out	0.000168	153	2944627	Paenalkalicoccus
BP.kaiju.out	0.000168	153	2952781	Sedimentimonas
BP.kaiju.out	0.000168	153	2992720	Acidilutibacter
BP.kaiju.out	0.000166	152	2284	Sulfolobus
BP.kaiju.out	0.000166	152	214906	Histophilus
BP.kaiju.out	0.000166	152	1279388	Kandleria
BP.kaiju.out	0.000166	152	1930592	Vampirococcus
BP.kaiju.out	0.000166	152	2888879	Nanchangia
BP.kaiju.out	0.000166	152	3026546	Duffyella
BP.kaiju.out	0.000165	151	43994	Johnsonella
BP.kaiju.out	0.000165	151	889388	Chryseomicrobium
BP.kaiju.out	0.000165	151	1400134	Streptohalobacillus
BP.kaiju.out	0.000165	151	1582879	Ezakiella
BP.kaiju.out	0.000165	151	2822114	Chlamydiifrater
BP.kaiju.out	0.000164	150	2811390	Sporofaciens
BP.kaiju.out	0.000164	150	2847312	Parafannyhessea
BP.kaiju.out	0.000163	149	1649504	Texcoconibacillus
BP.kaiju.out	0.000163	149	2862346	Baaleninema
BP.kaiju.out	0.000163	149	2943317	Entomohabitans
BP.kaiju.out	0.000162	148	121871	Haloterrigena
BP.kaiju.out	0.000162	148	1903434	Atlantibacter
BP.kaiju.out	0.000162	148	2115980	Candidatus Phycorickettsia
BP.kaiju.out	0.000162	148	2162630	Salinirubellus
BP.kaiju.out	0.000161	147	633405	Lacticigenium
BP.kaiju.out	0.000161	147	1302778	Pseudoscardovia
BP.kaiju.out	0.000161	147	2767882	Furfurilactobacillus
BP.kaiju.out	0.000160	146	105850	Acidilobus
BP.kaiju.out	0.000160	146	580374	Klugiella
BP.kaiju.out	0.000160	146	2761542	Fundicoccus
BP.kaiju.out	0.000159	145	1881091	Edaphobacillus
BP.kaiju.out	0.000159	145	2862144	Ruoffia
BP.kaiju.out	0.000158	144	447792	Phytobacter
BP.kaiju.out	0.000158	144	2703677	Metasolibacillus
BP.kaiju.out	0.000158	144	2815783	Floccifex
BP.kaiju.out	0.000157	143	1745211	Chania
BP.kaiju.out	0.000157	143	2718525	Absicoccus
BP.kaiju.out	0.000154	141	909928	Negativicoccus
BP.kaiju.out	0.000154	141	1699066	Candidatus Arcanobacter
BP.kaiju.out	0.000154	141	1699375	Natribaculum
BP.kaiju.out	0.000154	141	2596745	Limnospira
